resena_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,ciudad_cliente,pais_cliente,segmento_cliente,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,nivel_rating_restaurante,calificacion,tiene_comentario,comentario
8806,24317,20260829,2026-08-29,29,Saturday,1,35,8,August,3,2026,2026-08,3283,3284,Cliente_003284,Miami,United States,VIP,316,317,Bangalore Hanoi Bistro,Vietnamese,Bangalore,India,Alto,3.0,0,
8807,24320,20260428,2026-04-28,28,Tuesday,0,18,4,April,2,2026,2026-04,1386,1387,Cliente_001387,Chennai,India,Recurrente,319,320,Chennai Spice Corner,Indian,Chennai,India,Medio,3.0,1,"It was fine, some items were cold."
8808,24321,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,1363,1364,Cliente_001364,New York,United States,VIP,320,321,New York Santorini Place,Greek,New York,United States,Medio,5.0,1,"Great food, fast delivery, will order again."
8809,24323,20260528,2026-05-28,28,Thursday,0,22,5,May,2,2026,2026-05,3519,3520,Cliente_003520,Tokyo,Japan,VIP,322,323,Tokyo Gangnam Cafe,Korean,Tokyo,Japan,Medio,3.1,1,"It was fine, some items were cold."
8810,24325,20250830,2025-08-30,30,Saturday,1,35,8,August,3,2025,2025-08,900,901,Cliente_000901,Tokyo,Japan,VIP,324,325,Mumbai Cheri Table,French,Mumbai,India,Medio,3.8,1,"It was fine, some items were cold."
8811,24329,20250308,2025-03-08,8,Saturday,1,10,3,March,1,2025,2025-03,3959,3960,Cliente_003960,Chicago,United States,VIP,328,329,Chicago Aegean Bistro,Mediterranean,Chicago,United States,Bajo,2.4,0,
8812,24330,20250929,2025-09-29,29,Monday,0,40,9,September,3,2025,2025-09,1053,1054,Cliente_001054,Tokyo,Japan,Recurrente,329,330,Tokyo Bazaar Diner,Middle Eastern,Tokyo,Japan,Medio,3.1,0,
8813,24332,20260804,2026-08-04,4,Tuesday,0,32,8,August,3,2026,2026-08,4777,4778,Cliente_004778,Bangalore,India,VIP,331,332,Bangalore Rice Paper Corner,Vietnamese,Bangalore,India,Medio,3.3,0,
8814,24334,20260827,2026-08-27,27,Thursday,0,35,8,August,3,2026,2026-08,2041,2042,Cliente_002042,Delhi,India,Recurrente,333,334,Delhi Barcelona House,Spanish,Delhi,India,Alto,3.3,1,"It was fine, some items were cold."
8815,24335,20251010,2025-10-10,10,Friday,0,41,10,October,4,2025,2025-10,2029,2030,Cliente_002030,Brasilia,Brazil,VIP,334,335,Brasilia Namaste Cafe,Indian,Brasilia,Brazil,Bajo,3.4,0,
8816,24338,20251128,2025-11-28,28,Friday,0,48,11,November,4,2025,2025-11,3684,3685,Cliente_003685,Yokohama,Japan,VIP,337,338,Yokohama Hanok Kitchen & Bar,Korean,Yokohama,Japan,Medio,3.6,1,"It was fine, some items were cold."
8817,24339,20260429,2026-04-29,29,Wednesday,0,18,4,April,2,2026,2026-04,1476,1477,Cliente_001477,Tokyo,Japan,VIP,338,339,Tokyo Diner Grill,American,Tokyo,Japan,Medio,4.3,1,"Loved it, definitely recommend."
8818,24343,20250706,2025-07-06,6,Sunday,1,28,7,July,3,2025,2025-07,3253,3254,Cliente_003254,Chennai,India,EnRiesgo,342,343,Chennai Vino Eatery,Italian,Chennai,India,Bajo,5.0,0,
8819,24353,20260121,2026-01-21,21,Wednesday,0,4,1,January,1,2026,2026-01,2198,2199,Cliente_002199,Osaka,Japan,VIP,352,353,Osaka Kimchi Bistro,Korean,Osaka,Japan,Bajo,3.9,0,
8820,24357,20251213,2025-12-13,13,Saturday,1,50,12,December,4,2025,2025-12,2217,2218,Cliente_002218,Mumbai,India,VIP,356,357,Mumbai Chili Place,Thai,Mumbai,India,Medio,3.1,0,
8821,24358,20260808,2026-08-08,8,Saturday,1,32,8,August,3,2026,2026-08,3612,3613,Cliente_003613,Houston,United States,Recurrente,357,358,Chennai Basilico House,Italian,Chennai,India,Alto,2.1,1,Order arrived late and cold.
8822,24362,20260726,2026-07-26,26,Sunday,1,31,7,July,3,2026,2026-07,1322,1323,Cliente_001323,Osaka,Japan,VIP,361,362,Osaka Lotus Leaf Kitchen & Bar,Vietnamese,Osaka,Japan,Alto,3.5,0,
8823,24368,20241208,2024-12-08,8,Sunday,1,50,12,December,4,2024,2024-12,4025,4026,Cliente_004026,New York,United States,Recurrente,367,368,New York Seoul Corner,Korean,New York,United States,Medio,3.5,0,
8824,24370,20260426,2026-04-26,26,Sunday,1,18,4,April,2,2026,2026-04,71,72,Cliente_000072,Houston,United States,VIP,369,370,Tokyo Chateau House,French,Tokyo,Japan,Medio,3.4,1,"It was fine, some items were cold."
8825,24373,20241219,2024-12-19,19,Thursday,0,51,12,December,4,2024,2024-12,1062,1063,Cliente_001063,Mumbai,India,EnRiesgo,372,373,Mumbai Nonna Table,Italian,Mumbai,India,Bajo,4.9,0,
8826,24374,20241001,2024-10-01,1,Tuesday,0,40,10,October,4,2024,2024-10,5942,5943,Cliente_005943,Sao Paulo,Brazil,VIP,373,374,Sao Paulo Cedar Kitchen & Bar,Mediterranean,Sao Paulo,Brazil,Bajo,2.4,0,
8827,24375,20260829,2026-08-29,29,Saturday,1,35,8,August,3,2026,2026-08,4852,4853,Cliente_004853,Liverpool,United Kingdom,VIP,374,375,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,Alto,3.8,0,
8828,24380,20260719,2026-07-19,19,Sunday,1,30,7,July,3,2026,2026-07,5594,5595,Cliente_005595,Chennai,India,VIP,379,380,Chennai Curry Leaf Corner,Indian,Chennai,India,Bajo,5.0,1,"Great food, fast delivery, will order again."
8829,24381,20260427,2026-04-27,27,Monday,0,18,4,April,2,2026,2026-04,701,702,Cliente_000702,Fortaleza,Brazil,VIP,380,381,New York Meze Place,Greek,New York,United States,Medio,2.3,1,"Poor experience, would not order again."
8830,24383,20260822,2026-08-22,22,Saturday,1,34,8,August,3,2026,2026-08,5249,5250,Cliente_005250,Los Angeles,United States,Recurrente,382,383,Chennai Hallyu Cafe,Korean,Chennai,India,Alto,4.5,0,
8831,24385,20260618,2026-06-18,18,Thursday,0,25,6,June,2,2026,2026-06,4705,4706,Cliente_004706,Rio de Janeiro,Brazil,VIP,384,385,Rio de Janeiro Rive Gauche Table,French,Rio de Janeiro,Brazil,Bajo,2.8,1,"It was fine, some items were cold."
8832,24387,20241109,2024-11-09,9,Saturday,1,45,11,November,4,2024,2024-11,2008,2009,Cliente_002009,Chennai,India,VIP,386,387,London Basil Grill,Thai,London,United Kingdom,Bajo,2.5,0,
8833,24389,20260711,2026-07-11,11,Saturday,1,28,7,July,3,2026,2026-07,5080,5081,Cliente_005081,Sao Paulo,Brazil,VIP,388,389,Sao Paulo Terra Bistro,Mediterranean,Sao Paulo,Brazil,Medio,3.6,1,"It was fine, some items were cold."
8834,24392,20240907,2024-09-07,7,Saturday,1,36,9,September,3,2024,2024-09,1782,1783,Cliente_001783,Sao Paulo,Brazil,VIP,391,392,Sao Paulo Mekong Corner,Vietnamese,Sao Paulo,Brazil,Bajo,5.0,1,"Loved it, definitely recommend."
8835,24395,20250409,2025-04-09,9,Wednesday,0,15,4,April,2,2025,2025-04,5465,5466,Cliente_005466,Nagoya,Japan,VIP,394,395,Nagoya Tandoor Cafe,Indian,Nagoya,Japan,Alto,3.2,0,
8836,24398,20260326,2026-03-26,26,Thursday,0,13,3,March,1,2026,2026-03,2300,2301,Cliente_002301,New York,United States,VIP,397,398,Osaka Dosan Kitchen & Bar,Korean,Osaka,Japan,Medio,4.4,1,Consistently good quality.
8837,24402,20250702,2025-07-02,2,Wednesday,0,27,7,July,3,2025,2025-07,2687,2688,Cliente_002688,Los Angeles,United States,EnRiesgo,401,402,Los Angeles Bangkok Diner,Thai,Los Angeles,United States,Bajo,3.1,0,
8838,24404,20251019,2025-10-19,19,Sunday,1,43,10,October,4,2025,2025-10,3379,3380,Cliente_003380,Delhi,India,Recurrente,403,404,Delhi Coastal Corner,Mediterranean,Delhi,India,Bajo,3.4,0,
8839,24406,20250713,2025-07-13,13,Sunday,1,29,7,July,3,2025,2025-07,1942,1943,Cliente_001943,Sao Paulo,Brazil,EnRiesgo,405,406,Sao Paulo Dynasty House,Chinese,Sao Paulo,Brazil,Medio,2.0,1,Delivery was very delayed.
8840,24408,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,3411,3412,Cliente_003412,Delhi,India,VIP,407,408,Delhi Bossa Kitchen,Brazilian,Delhi,India,Bajo,3.1,0,
8841,24411,20260610,2026-06-10,10,Wednesday,0,24,6,June,2,2026,2026-06,1234,1235,Cliente_001235,Mumbai,India,Recurrente,410,411,Hyderabad Athena Grill,Greek,Hyderabad,India,Bajo,2.7,0,
8842,24412,20250712,2025-07-12,12,Saturday,1,28,7,July,3,2025,2025-07,2838,2839,Cliente_002839,Sao Paulo,Brazil,VIP,411,412,Sao Paulo Agave Garden,Mexican,Sao Paulo,Brazil,Medio,5.0,0,
8843,24422,20250118,2025-01-18,18,Saturday,1,3,1,January,1,2025,2025-01,5957,5958,Cliente_005958,Bangalore,India,Recurrente,421,422,Bangalore Perfume River Kitchen & Bar,Vietnamese,Bangalore,India,Medio,4.1,0,
8844,24425,20250424,2025-04-24,24,Thursday,0,17,4,April,2,2025,2025-04,93,94,Cliente_000094,Tokyo,Japan,VIP,424,425,Tokyo Maharaja Bistro,Indian,Tokyo,Japan,Medio,3.6,1,"Average experience, nothing special."
8845,24426,20260524,2026-05-24,24,Sunday,1,22,5,May,2,2026,2026-05,4598,4599,Cliente_004599,Manchester,United Kingdom,VIP,425,426,Manchester Olympus Diner,Greek,Manchester,United Kingdom,Medio,4.3,0,
8846,24434,20240929,2024-09-29,29,Sunday,1,40,9,September,3,2024,2024-09,980,981,Cliente_000981,Sao Paulo,Brazil,VIP,433,434,Sao Paulo Levant Kitchen & Bar,Mediterranean,Sao Paulo,Brazil,Bajo,2.7,0,
8847,24435,20251027,2025-10-27,27,Monday,0,44,10,October,4,2025,2025-10,3801,3802,Cliente_003802,Tokyo,Japan,VIP,434,435,Tokyo Sahara Grill,Middle Eastern,Tokyo,Japan,Alto,4.4,1,"Really enjoyed this, everything arrived hot."
8848,24436,20251016,2025-10-16,16,Thursday,0,42,10,October,4,2025,2025-10,4606,4607,Cliente_004607,London,United Kingdom,Recurrente,435,436,London Bamboo Garden Garden,Chinese,London,United Kingdom,Medio,4.0,0,
8849,24438,20250122,2025-01-22,22,Wednesday,0,4,1,January,1,2025,2025-01,1653,1654,Cliente_001654,Fortaleza,Brazil,Recurrente,437,438,Fortaleza Churrascaria Diner,Brazilian,Fortaleza,Brazil,Medio,3.4,1,"Food was okay, delivery took a while."
8850,24441,20250201,2025-02-01,1,Saturday,1,5,2,February,1,2025,2025-02,1353,1354,Cliente_001354,London,United Kingdom,VIP,440,441,London Santorini Place,Greek,London,United Kingdom,Alto,1.9,1,"Poor experience, would not order again."
8851,24443,20260112,2026-01-12,12,Monday,0,3,1,January,1,2026,2026-01,4977,4978,Cliente_004978,Mumbai,India,VIP,442,443,Mumbai Gangnam Cafe,Korean,Mumbai,India,Bajo,4.4,1,"Great food, fast delivery, will order again."
8852,24444,20260404,2026-04-04,4,Saturday,1,14,4,April,2,2026,2026-04,2982,2983,Cliente_002983,New York,United States,VIP,443,444,New York Uptown Kitchen,American,New York,United States,Medio,3.7,0,
8853,24446,20250914,2025-09-14,14,Sunday,1,38,9,September,3,2025,2025-09,3764,3765,Cliente_003765,Delhi,India,VIP,445,446,Delhi Sushi Kitchen & Bar,Japanese,Delhi,India,Alto,1.9,1,Delivery was very delayed.
8854,24447,20250527,2025-05-27,27,Tuesday,0,22,5,May,2,2025,2025-05,310,311,Cliente_000311,Bangalore,India,VIP,446,447,Bangalore Golden Elephant Grill,Thai,Bangalore,India,Alto,3.5,0,
8855,24448,20260625,2026-06-25,25,Thursday,0,26,6,June,2,2026,2026-06,1934,1935,Cliente_001935,Tokyo,Japan,VIP,447,448,Tokyo Trattoria Garden,Italian,Tokyo,Japan,Alto,2.2,0,
8856,24449,20260729,2026-07-29,29,Wednesday,0,31,7,July,3,2026,2026-07,4850,4851,Cliente_004851,Birmingham,United Kingdom,VIP,448,449,Houston Aegean Bistro,Mediterranean,Houston,United States,Medio,2.3,1,Delivery was very delayed.
8857,24450,20260515,2026-05-15,15,Friday,0,20,5,May,2,2026,2026-05,2695,2696,Cliente_002696,Tokyo,Japan,Recurrente,449,450,Tokyo Bazaar Diner,Middle Eastern,Tokyo,Japan,Medio,2.1,0,
8858,24451,20260727,2026-07-27,27,Monday,0,31,7,July,3,2026,2026-07,983,984,Cliente_000984,Delhi,India,VIP,450,451,Delhi Panda Eatery,Chinese,Delhi,India,Alto,2.7,0,
8859,24452,20250122,2025-01-22,22,Wednesday,0,4,1,January,1,2025,2025-01,3542,3543,Cliente_003543,London,United Kingdom,VIP,451,452,London Rice Paper Corner,Vietnamese,London,United Kingdom,Medio,3.8,0,
8860,24453,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,56,57,Cliente_000057,Chicago,United States,Recurrente,452,453,Chicago Cerrado Place,Brazilian,Chicago,United States,Bajo,4.6,0,
8861,24455,20260523,2026-05-23,23,Saturday,1,21,5,May,2,2026,2026-05,5861,5862,Cliente_005862,Tokyo,Japan,VIP,454,455,Tokyo Namaste Cafe,Indian,Tokyo,Japan,Medio,3.2,1,"It was fine, some items were cold."
8862,24464,20251225,2025-12-25,25,Thursday,0,52,12,December,4,2025,2025-12,4457,4458,Cliente_004458,Mumbai,India,VIP,463,464,Los Angeles Olive Corner,Mediterranean,Los Angeles,United States,Medio,2.1,1,Delivery was very delayed.
8863,24467,20260612,2026-06-12,12,Friday,0,24,6,June,2,2026,2026-06,2949,2950,Cliente_002950,Rio de Janeiro,Brazil,VIP,466,467,Rio de Janeiro Bamboo Bowl Cafe,Vietnamese,Rio de Janeiro,Brazil,Bajo,5.0,0,
8864,24472,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,117,118,Cliente_000118,Sao Paulo,Brazil,Recurrente,471,472,Sao Paulo Fiesta Garden,Mexican,Sao Paulo,Brazil,Alto,3.2,1,"It was fine, some items were cold."
8865,24474,20260702,2026-07-02,2,Thursday,0,27,7,July,3,2026,2026-07,2019,2020,Cliente_002020,Bangalore,India,VIP,473,474,Bangalore Smokehouse Diner,American,Bangalore,India,Medio,2.7,1,Decent but could be better.
8866,24476,20250531,2025-05-31,31,Saturday,1,22,5,May,2,2025,2025-05,693,694,Cliente_000694,Sao Paulo,Brazil,Recurrente,475,476,Sao Paulo Umami Corner,Japanese,Sao Paulo,Brazil,Medio,4.2,1,Consistently good quality.
8867,24477,20251211,2025-12-11,11,Thursday,0,50,12,December,4,2025,2025-12,1117,1118,Cliente_001118,New York,United States,Recurrente,476,477,New York Chili Place,Thai,New York,United States,Bajo,3.5,0,
8868,24478,20260809,2026-08-09,9,Sunday,1,33,8,August,3,2026,2026-08,1907,1908,Cliente_001908,Tokyo,Japan,VIP,477,478,Tokyo Basilico House,Italian,Tokyo,Japan,Medio,3.6,0,
8869,24479,20241004,2024-10-04,4,Friday,0,40,10,October,4,2024,2024-10,1277,1278,Cliente_001278,Tokyo,Japan,VIP,478,479,Tokyo Blue Wave Cafe,Mediterranean,Tokyo,Japan,Medio,2.5,1,"It was fine, some items were cold."
8870,24480,20260627,2026-06-27,27,Saturday,1,26,6,June,2,2026,2026-06,3283,3284,Cliente_003284,Miami,United States,VIP,479,480,Miami Oasis Kitchen,Middle Eastern,Miami,United States,Bajo,2.4,0,
8871,24482,20260826,2026-08-26,26,Wednesday,0,35,8,August,3,2026,2026-08,1237,1238,Cliente_001238,Tokyo,Japan,Recurrente,481,482,Tokyo Lotus Leaf Kitchen & Bar,Vietnamese,Tokyo,Japan,Bajo,3.6,1,"It was fine, some items were cold."
8872,24483,20250327,2025-03-27,27,Thursday,0,13,3,March,1,2025,2025-03,3043,3044,Cliente_003044,Sao Paulo,Brazil,VIP,482,483,Chennai Samba Grill,Brazilian,Chennai,India,Medio,2.5,0,
8873,24486,20260611,2026-06-11,11,Thursday,0,24,6,June,2,2026,2026-06,988,989,Cliente_000989,Rio de Janeiro,Brazil,VIP,485,486,Rio de Janeiro Opa Diner,Greek,Rio de Janeiro,Brazil,Alto,2.6,0,
8874,24489,20260225,2026-02-25,25,Wednesday,0,9,2,February,1,2026,2026-02,4900,4901,Cliente_004901,New York,United States,VIP,488,489,New York Route 66 Place,American,New York,United States,Alto,2.8,0,
8875,24490,20260807,2026-08-07,7,Friday,0,32,8,August,3,2026,2026-08,1351,1352,Cliente_001352,Delhi,India,Recurrente,489,490,Delhi Chateau House,French,Delhi,India,Alto,2.8,0,
8876,24496,20260827,2026-08-27,27,Thursday,0,35,8,August,3,2026,2026-08,168,169,Cliente_000169,Chennai,India,Recurrente,495,496,Chennai Golden Dragon Garden,Chinese,Chennai,India,Bajo,2.2,0,
8877,24503,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,4090,4091,Cliente_004091,Houston,United States,VIP,502,503,Houston Hallyu Cafe,Korean,Houston,United States,Bajo,5.0,1,Consistently good quality.
8878,24506,20241015,2024-10-15,15,Tuesday,0,42,10,October,4,2024,2024-10,4676,4677,Cliente_004677,Delhi,India,EnRiesgo,505,506,Delhi Bamboo Kitchen & Bar,Japanese,Delhi,India,Alto,2.7,1,"Average experience, nothing special."
8879,24514,20260618,2026-06-18,18,Thursday,0,25,6,June,2,2026,2026-06,5765,5766,Cliente_005766,Rio de Janeiro,Brazil,VIP,513,514,Rio de Janeiro Flamenco House,Spanish,Rio de Janeiro,Brazil,Alto,2.6,1,"Food was okay, delivery took a while."
8880,24518,20250609,2025-06-09,9,Monday,0,24,6,June,2,2025,2025-06,87,88,Cliente_000088,Sao Paulo,Brazil,VIP,517,518,Sao Paulo Dosan Kitchen & Bar,Korean,Sao Paulo,Brazil,Alto,3.0,1,"It was fine, some items were cold."
8881,24521,20260816,2026-08-16,16,Sunday,1,34,8,August,3,2026,2026-08,2118,2119,Cliente_002119,Bangalore,India,VIP,520,521,Mumbai Zen Bistro,Japanese,Mumbai,India,Bajo,3.1,0,
8882,24522,20260613,2026-06-13,13,Saturday,1,24,6,June,2,2026,2026-06,4445,4446,Cliente_004446,Osaka,Japan,VIP,521,522,Osaka Bangkok Diner,Thai,Osaka,Japan,Medio,3.7,0,
8883,24524,20250905,2025-09-05,5,Friday,0,36,9,September,3,2025,2025-09,1399,1400,Cliente_001400,Nagoya,Japan,Recurrente,523,524,Nagoya Coastal Corner,Mediterranean,Nagoya,Japan,Medio,4.5,0,
8884,24525,20241018,2024-10-18,18,Friday,0,42,10,October,4,2024,2024-10,1721,1722,Cliente_001722,Chicago,United States,Recurrente,524,525,Chicago Aleppo Place,Middle Eastern,Chicago,United States,Alto,2.2,0,
8885,24531,20260710,2026-07-10,10,Friday,0,28,7,July,3,2026,2026-07,1080,1081,Cliente_001081,Chennai,India,Recurrente,530,531,Chennai Athena Grill,Greek,Chennai,India,Alto,4.4,1,Consistently good quality.
8886,24533,20251212,2025-12-12,12,Friday,0,50,12,December,4,2025,2025-12,2079,2080,Cliente_002080,Salvador,Brazil,VIP,532,533,Delhi Charcoal Bistro,Korean,Delhi,India,Alto,5.0,0,
8887,24534,20250527,2025-05-27,27,Tuesday,0,22,5,May,2,2025,2025-05,5658,5659,Cliente_005659,Mumbai,India,Recurrente,533,534,Chennai Backyard Diner,American,Chennai,India,Bajo,3.8,0,
8888,24535,20260727,2026-07-27,27,Monday,0,31,7,July,3,2026,2026-07,4965,4966,Cliente_004966,Delhi,India,VIP,534,535,Delhi Amelie Eatery,French,Delhi,India,Alto,3.4,0,
8889,24537,20260513,2026-05-13,13,Wednesday,0,20,5,May,2,2026,2026-05,1414,1415,Cliente_001415,Chennai,India,VIP,536,537,Chennai Orchid Place,Thai,Chennai,India,Medio,1.9,0,
8890,24538,20260830,2026-08-30,30,Sunday,1,36,8,August,3,2026,2026-08,3542,3543,Cliente_003543,London,United Kingdom,VIP,537,538,London Piazza House,Italian,London,United Kingdom,Medio,4.1,0,
8891,24539,20260524,2026-05-24,24,Sunday,1,22,5,May,2,2026,2026-05,5250,5251,Cliente_005251,Hyderabad,India,VIP,538,539,Hyderabad Sunset Cafe,Mediterranean,Hyderabad,India,Alto,2.5,0,
8892,24541,20260606,2026-06-06,6,Saturday,1,23,6,June,2,2026,2026-06,4136,4137,Cliente_004137,Sao Paulo,Brazil,VIP,540,541,Sao Paulo Wok Table,Chinese,Sao Paulo,Brazil,Bajo,5.0,0,
8893,24549,20260815,2026-08-15,15,Saturday,1,33,8,August,3,2026,2026-08,1688,1689,Cliente_001689,Mumbai,India,VIP,548,549,Mumbai Roadside Place,American,Mumbai,India,Alto,3.2,0,
8894,24550,20260411,2026-04-11,11,Saturday,1,15,4,April,2,2026,2026-04,1020,1021,Cliente_001021,Rio de Janeiro,Brazil,Recurrente,549,550,Rio de Janeiro Champs House,French,Rio de Janeiro,Brazil,Bajo,2.8,0,
8895,24557,20260527,2026-05-27,27,Wednesday,0,22,5,May,2,2026,2026-05,241,242,Cliente_000242,Tokyo,Japan,Recurrente,556,557,Tokyo Hanoi Bistro,Vietnamese,Tokyo,Japan,Medio,2.3,0,
8896,24560,20241110,2024-11-10,10,Sunday,1,46,11,November,4,2024,2024-11,3153,3154,Cliente_003154,New York,United States,VIP,559,560,New York Spice Corner,Indian,New York,United States,Alto,2.8,1,"It was fine, some items were cold."
8897,24564,20260829,2026-08-29,29,Saturday,1,35,8,August,3,2026,2026-08,2467,2468,Cliente_002468,Yokohama,Japan,Recurrente,563,564,Mumbai Uptown Kitchen,American,Mumbai,India,Alto,1.8,0,
8898,24566,20260613,2026-06-13,13,Saturday,1,24,6,June,2,2026,2026-06,3999,4000,Cliente_004000,Delhi,India,VIP,565,566,Delhi Sushi Kitchen & Bar,Japanese,Delhi,India,Medio,4.6,0,
8899,24569,20260829,2026-08-29,29,Saturday,1,35,8,August,3,2026,2026-08,2609,2610,Cliente_002610,Yokohama,Japan,Recurrente,568,569,Yokohama Aegean Bistro,Mediterranean,Yokohama,Japan,Bajo,3.0,0,
8900,24571,20260126,2026-01-26,26,Monday,0,5,1,January,1,2026,2026-01,790,791,Cliente_000791,Salvador,Brazil,VIP,570,571,Salvador Panda Eatery,Chinese,Salvador,Brazil,Medio,4.0,0,
8901,24573,20260828,2026-08-28,28,Friday,0,35,8,August,3,2026,2026-08,4773,4774,Cliente_004774,New York,United States,Recurrente,572,573,New York Cerrado Place,Brazilian,New York,United States,Alto,3.2,1,"Average experience, nothing special."
8902,24578,20250208,2025-02-08,8,Saturday,1,6,2,February,1,2025,2025-02,3744,3745,Cliente_003745,Mumbai,India,Recurrente,577,578,Mumbai Hanok Kitchen & Bar,Korean,Mumbai,India,Medio,4.8,0,
8903,24581,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,5911,5912,Cliente_005912,New York,United States,VIP,580,581,New York Fuji Bistro,Japanese,New York,United States,Alto,3.5,0,
8904,24582,20240918,2024-09-18,18,Wednesday,0,38,9,September,3,2024,2024-09,1669,1670,Cliente_001670,New York,United States,VIP,581,582,New York Jasmine Diner,Thai,New York,United States,Alto,5.0,0,
8905,24583,20250101,2025-01-01,1,Wednesday,0,1,1,January,1,2025,2025-01,3474,3475,Cliente_003475,New York,United States,VIP,582,583,New York Vino Eatery,Italian,New York,United States,Bajo,4.5,0,
8906,24588,20260826,2026-08-26,26,Wednesday,0,35,8,August,3,2026,2026-08,516,517,Cliente_000517,Osaka,Japan,VIP,587,588,Osaka Ipanema Kitchen,Brazilian,Osaka,Japan,Alto,2.8,1,"It was fine, some items were cold."
8907,24591,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,4659,4660,Cliente_004660,Chennai,India,VIP,590,591,Chennai Delphi Grill,Greek,Chennai,India,Medio,3.4,0,
8908,24592,20250226,2025-02-26,26,Wednesday,0,9,2,February,1,2025,2025-02,3650,3651,Cliente_003651,Delhi,India,VIP,591,592,Delhi Fiesta Garden,Mexican,Delhi,India,Alto,3.2,1,"Food was okay, delivery took a while."
8909,24594,20260503,2026-05-03,3,Sunday,1,19,5,May,2,2026,2026-05,5000,5001,Cliente_005001,Rio de Janeiro,Brazil,VIP,593,594,New York Smokehouse Diner,American,New York,United States,Alto,4.1,1,"Great food, fast delivery, will order again."
8910,24596,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,1715,1716,Cliente_001716,Tokyo,Japan,VIP,595,596,Tokyo Umami Corner,Japanese,Tokyo,Japan,Alto,2.6,1,"Food was okay, delivery took a while."
8911,24597,20260414,2026-04-14,14,Tuesday,0,16,4,April,2,2026,2026-04,3224,3225,Cliente_003225,Tokyo,Japan,VIP,596,597,Tokyo Chili Place,Thai,Tokyo,Japan,Bajo,4.5,1,"Great food, fast delivery, will order again."
8912,24601,20250804,2025-08-04,4,Monday,0,32,8,August,3,2025,2025-08,728,729,Cliente_000729,London,United Kingdom,Recurrente,600,601,London Lotus Table,Chinese,London,United Kingdom,Medio,4.9,0,
